id,内容,非此即彼,以偏概全,心理过滤,否定正面思考,读心术,先知错误,放大,情绪化推理,应该式,乱贴标签,罪责归己,罪责归他
334,近两年我的新年愿望生日愿望都是希望家人朋友身体健康可今年大舅走了所以愿望只能是愿望根本不会实现我一个岁的成年人了居然还像个孩子一样相信愿望,0,1,0,0,0,0,0,0,0,0,0,0
335,今年第不知道多少次的崩溃或许我本来就不该存在,0,0,0,0,0,0,0,0,1,0,0,0
336,自己停了药情绪完全崩溃真的活着好累为什么死不了为什么活着一天折磨我一天,0,0,1,0,0,0,0,0,0,0,0,0
337,想活着但是为什么我爱的人都要逼我呢一次又一次我真的不知道怎么办了要不是还有一大堆事情没有做完我希望真的可以就这样睡着睡着就不要再醒过来了来带我走吧我走了他们就不会烦了,0,0,1,0,0,1,0,0,0,0,0,0
338,讨厌这样的自己又改变不了这样的自己是因为寂寞吗,0,0,0,0,0,0,0,0,0,0,1,0
339,嗯对坚持有什么用呢反正都是苦难,0,1,0,0,0,1,0,0,0,0,0,0
340,失去了工作能力没办法和人交流能干什么工作呢,0,0,1,0,0,0,1,0,0,0,0,0
341,我该对谁说我生病了是心里有病的那种不想见熟人不想回消息不想回电话我不想这样的我已经很努力在装作自己很乐观积极向上了真的有很努力了可是我还是会忍不住动那个念头好难继续装作乐观积极感觉自己快疯了,0,0,1,0,0,0,0,0,0,0,0,0
342,饭饭你知道吗其实我有很长一段时间无比厌恶自己现在也是可是我只有在这种厌恶里才能觉得自己是真实存在的好难过好像真的快坚持不了了这么恶心的自己自己都不想在看到了,0,0,1,0,0,0,0,0,0,0,0,0
343,谁叫我是穷鬼,0,0,0,0,0,0,0,0,0,1,0,0
344,可是我就是很笨啊,0,0,0,0,0,0,0,0,0,1,0,0
345,抱有这样想法的他们才是有病,0,0,0,0,0,0,0,0,0,1,0,0
346,反正没办法控制情绪了我一定要好起来啊或者千万不要好起来啊越来越糟才更好,0,0,1,0,0,1,0,0,0,0,0,0
347,有没有这样一个人他她的离开让你觉得自己的灵魂也缺失了一块这一块不是时间能弥补的没了就是没了一次次的转世轮回就为了寻找这一块也许这世依旧找不到也许来世也可能找不到依旧执念的寻找直到找到缺失的这一块也许再也找不到直到自己的魂魄灰飞烟灭,0,1,0,0,0,1,0,0,0,0,0,0
348,我只敢在评论里叫嚣我的抑郁却不敢发圈我想我是一个懦弱的孤独患者,0,0,0,0,0,0,0,0,0,1,0,0
349,抑郁症是穷人病吧日复一日的机械劳作一言难尽的家庭琐事突如其来的恶意,0,0,1,0,0,0,0,0,0,0,0,0
350,每天难过的偷偷崩溃大哭和好朋友说她们也只是当我夜来非而已我真的好累了我好累了我连出门看太阳的力气都累的没有了我好想就这样一觉睡过去别醒来了就这样好好睡一觉睡到下辈子,0,0,1,0,0,0,0,0,0,0,0,0
351,对不起我活着很卑微等那天我不想卑微了就会离开这个世界,0,0,0,0,0,0,0,0,0,1,0,0
352,一切都是因为我变糟的,0,0,0,0,0,0,0,0,0,0,1,0
353,我的存在就是错的,0,0,0,0,0,0,0,0,0,0,1,0
354,被男朋友骗了几十万自己又是抑郁症你要我怎么活,0,0,1,0,0,0,0,0,0,0,0,0
355,为什么不幸的总是自己呢他们总说你这算什么事是啊都是压死我的稻草,0,1,0,0,0,0,0,0,0,0,0,0
356,好丧啊一点小事就想死,0,0,0,0,0,0,1,0,0,0,0,0
357,可是谁又能来到我这个一事无成一身负能量坏脾气长得黑瘦还丑的人身边呢,0,0,0,0,0,0,0,0,0,1,0,0
358,觉得自己很没用好端端的就是不停流眼泪死了就不会有痛苦了吧,0,0,0,0,0,0,0,0,0,1,0,0
359,我该选择信任么我该怎么信任是我想的太多了吗为什么可以那么残忍我到底算个什么东西,0,0,0,0,0,0,0,0,0,1,0,0
360,有些女生真令人恶心为了个男的去欺凌其他女孩子还拍视频是不是应该感谢她们为报警提供了证据具体事宜我还要和她商量可我觉得她应该不会报警因为后续的报复我咬牙切齿这个社会真的是糟糕透了,0,0,1,0,0,0,0,0,0,1,0,0
361,忽而开心忽而难过神经病一样我只想挨打可以被人打死那种,0,0,0,0,0,0,0,0,0,1,0,0
362,今天是我的岁生可是我为什么这么难受这么压抑跟朋友在一起还假装很开心偷偷的趁姐妹在洗澡划了几下舒服多了为什么人活着要这么难啊评论配图,0,0,1,0,0,0,0,0,0,0,0,0
363,希望我们都能快点再快一点从情绪的漩涡里走出来不求我能立马积极的面对人生只要能比昨天更好一点就好了我真的好焦虑一想到要去培训出差收拾行李我就紧张的心快跳出来了,0,0,0,0,0,0,1,0,0,0,0,0
364,走饭越来越多的时间我情绪开始崩溃了其实我也不累生活也挺好的没有太多的磨难可是就是没什么好活的了希望到时候我也能鼓足勇气结束吧,0,0,1,0,0,0,0,0,0,0,0,0
365,我以为我可以坦然的取消对你的关注可我还是做不到啊走饭你在那边过得怎么样是不是特别轻松啊我好羡慕你啊可我的胆子太小了我没有勇气一走了之我多么希望我没长耳朵这样我就听不见我妈的话了我也不会对这个世界这么失望了我想来找你你一定要等我哦,0,0,1,0,0,0,1,0,0,0,0,0
366,世界没有一点爱唉,0,1,0,0,0,0,1,0,0,0,0,0
367,今天的坏事情已经过去了那剩下的都是好事,1,0,0,0,0,0,0,0,0,0,0,0
368,谁都不要我了他们都把我扔掉了,0,0,0,0,0,1,0,0,0,0,0,0
369,走饭啊我难过的感觉快要死掉了啊,0,0,1,0,0,0,1,0,0,0,0,0
370,生活对人的锤骟是不会停止的当你快乐一点找到点活下去的意思走有各种事一件接一件砸在头上我很不想痛哭但是我感觉这情绪又来了一次一次重击打的你耳鸣眼花却连还手的对象都没有为什么人间这么苦呢,0,1,0,0,0,1,0,0,0,0,0,0
371,依旧是卑微仔一个,0,0,0,0,0,0,0,0,0,1,0,0
372,年月号夜很深了想一走了之了我这个人自私自负谈恋爱给女朋友带来很多痛苦我真的觉得自己白活这么多年了自暴自弃了感觉心里不知道为什么很难受看着窗外过往的车辆想了想是不是跳下去就没有这么多事了也不会有人想起我过往云烟我对不起妈妈,0,0,1,0,0,1,0,0,0,1,0,0
373,喜欢的工作父母不喜欢我换父母安排相亲我去不是我不想坚持我自己的路而是我坚持了很久很久同样的事不知道吵过多少次我累了很早就累了很想一死百了可是现在遇到太多有趣的人有点舍不得但是我比以前更累了很迷茫不知道怎么办唉,0,0,1,0,0,0,0,0,0,0,0,0
374,活着也没有多重要吧,0,0,1,0,0,0,0,0,0,0,0,0
375,饭我无时无刻都想死去做人太难了我真的很累,0,0,1,0,0,0,0,0,0,0,0,0
376,其实我特别特别懦弱遇到点事情想的只有逃避,0,0,0,0,0,0,0,0,0,1,0,0
377,其实这也就是生活它逼迫着你希望其他人能走开困难我最近也遇到难言的事情也许世人都是苦命人希望我度开吧,0,0,0,0,0,1,0,0,0,0,0,0
378,早上哭到下午眼睛现在还疼我很想找到希望可是生活处处都是天坑,0,1,0,0,0,0,0,0,0,0,0,0
379,是啊在外面朋友闺蜜同事领导周围的人就算是没有见过面的人对我的印象都是斯文秀气文文静静做事有分寸的一个女孩子从来不会得罪别人特别懂事成熟的人在家里人和亲戚面前就不一样了幼稚脾气暴躁不懂事不懂分寸不会做人不讲理没用没能力做什么都是错真的腻了,0,1,0,0,0,0,0,0,0,0,0,0
380,为什么我那么胖那么丑,0,0,0,0,0,0,0,0,0,1,0,0
381,暖阳再也不会来,0,0,0,0,0,1,0,0,0,0,0,0
382,不行啊我觉得男人的话还是不太可信笨蛋下次不许再这么卑微,0,0,0,0,0,0,0,0,0,1,0,0
383,感觉自己压力好大不知道下一步怎么办了工作看不到希望努力也看不到未来,0,0,1,0,0,1,0,0,0,0,0,0
384,看着你的微博就莫名的哭了挺羡慕你的可以把自己的不开心当做一个笑话一样调侃地说出来然后也挺有勇气的饭饭要是你还在的话我真的挺想认识一下你这么久了就很烦躁还有我真的理解不了自己为什么老是不开心明明生活在这样一个家庭里身边的人也还行我真的挺难受的,0,0,0,1,0,0,0,0,0,0,0,0
385,我好累活着真的太累了,0,0,1,0,0,0,0,0,0,0,0,0
386,我太贱了,0,0,0,0,0,0,0,0,0,1,0,0
387,饭我又回想起了那些委屈哇我至今心脏都一块揪着一块的疼虽然过去那么久这个世界对我并不友好我看出它并不喜欢我了我也很无奈阿硬撑着好没安全感的心脏只能用笑笑来掩饰自己的伤口妈的没关系大不了一死,0,1,1,0,0,0,0,0,0,0,0,0
388,饭好疼啊坚持不下去了又哭了我还有眼泪可以哭却没有勇气报警弄死那个负心汉,0,0,0,0,0,0,0,0,0,1,0,0
389,一想到未来就是无尽的绝望活着真的好难究竟什么时候才能安安静静的死,0,0,1,0,0,0,0,0,0,0,0,0
390,只是真的对不起一些人吧但是我已经足够对不起自己了,0,0,0,0,0,0,0,0,0,0,1,0
391,这个世界一点也不喜欢我我也不喜欢它了,0,1,0,0,0,1,0,0,0,0,0,0
392,很累但是怕死今天被我爸爸指着说谁叫你命不好压力很大现在连车都不敢开总是怕自己会撞到别人很久没遇到比较开心的事了,0,0,1,0,0,0,1,0,0,0,0,0
393,就算我真的有病我也不会让任何人知道我有病不然我真有病了这就是传说中的奥秘所在,0,0,0,0,0,0,0,0,0,1,0,0
394,众所周知没有什么能天长地久,0,0,0,0,0,1,0,0,0,0,0,0
395,隔壁欢声笑语真好呀我这辈子好像都要这样孤独下去了,0,0,0,0,0,1,0,0,0,0,0,0
396,我这么开朗的一个人居然觉得活着没有意义了,0,0,1,0,0,0,0,0,0,0,0,0
397,没有抑郁的人谈恋爱也不见得会幸福的随心吧我觉得,0,0,0,0,0,1,0,0,0,0,0,0
398,挺累的浑浑噩噩这些年不知道怎么过的活成了丧尸,0,0,0,0,0,0,0,0,0,1,0,0
399,我找不到宣泄的出口我成绩好从全国前十的名校考到世界前十的名校吃了一年的抗抑郁药已经停了找了份工资高的工作可是太累自己坚持不下来现在考公务员一百人都考不上一个的比例人活着为什么总是要竞争我好累,0,0,1,0,0,0,1,0,0,0,0,0
400,被所有人排挤的感觉太难受了,0,0,0,0,1,0,0,0,0,0,0,0
401,这种日子什么时候有尽头啊真的要逼死我吗,0,0,1,0,0,0,0,0,0,0,0,0
402,我这样子的人真差劲,0,0,0,0,0,0,0,0,0,1,0,0
403,好像没有一个人考虑过我的感受,0,1,0,0,0,1,0,0,0,0,0,0
404,走饭我又来了你知道吗我今天特别特别伤心好像一点点小事就能把我压垮不过就是选优秀团员我以为每年都是班干部然后今年是宣传委员写了很多新闻稿拍了很多照片班级活跃分第二的我能入选事实上一个人都没投我一个平时不干事没什么存在感但是总喊大家打游戏的一个女生入选我存在的意义是什么呢,0,0,1,0,0,0,1,0,0,0,0,0
405,我绝望厌世不相信人性没有快乐满是痛苦那活着干什么,0,0,1,0,0,0,0,0,0,0,0,0
406,看到一句话我觉得自己就像个精神分裂者像个怪人像个神经病我一边要压抑着自己悲观的情绪和想法一边让自己看起来开朗活泼人见人爱,0,0,0,0,0,0,0,0,0,1,0,0
407,你就是不喜欢我不喜欢我不喜欢我,0,0,0,0,0,1,0,0,0,0,0,0
408,我还行还可以呀爱你很开心他很好啊可我好怂,0,0,0,0,0,0,0,0,0,1,0,0
409,祝我早点死吧这种那么晦气倒霉的人活着浪费空气,0,0,0,0,0,0,0,0,0,1,0,0
410,好像都觉得我没用,0,0,0,0,0,1,0,0,0,0,0,0
411,有时候没想到自己最艰难的时候是自己家人一点点冷水往自己身上倒可能他们认为是对我好是为我考虑可是为什么不心疼心疼我问问我的想法就算不支持也不要打击好不好我的人生不想被他们安排的明明白白或许他们说的扑的路安安稳稳的没错但是我是个人有自己的想法我想要快乐,0,0,0,0,0,0,0,0,0,0,0,1
412,我真的好累去过一次医院就再也不敢去复查我这样的人活该只能一个人承受痛苦对吗,0,0,0,0,0,0,0,0,1,0,0,0
413,啊我真的很没用啊因为感情奔溃撑不下去抑郁症真的好讨厌啊可是他不走开怎么办啊,0,0,1,0,0,0,1,0,0,1,0,0
414,软弱,0,0,0,0,0,0,0,0,0,1,0,0
415,我可能活不过这个春天应该活不过这个夏天,0,0,0,0,0,0,0,0,1,0,0,0
416,我这辈子过的太痛了我原谅不了我恨得不行,0,0,1,0,0,0,0,0,0,0,0,0
417,世间的一切美好都与我无关,0,0,1,0,0,1,0,0,0,0,0,0
418,为什么没人善待我,0,0,0,0,0,1,0,0,0,0,0,0
419,很想有个人能拉我一把带我逃离现在的黑暗深渊可是不能的不能让别人沾染到这种不好的情绪不过也没遇到我一直一直把自己当做能救自己的唯一可是自我拯救的过程好难长这么大居然没有一个可以放心依靠的人再好的朋友也不想让她们沾染到我内心的阴暗不怕孤独只怕流浪无期的孤苦,0,1,0,0,0,0,0,0,0,0,0,0
420,没有退路的时候很容易想开我好多了以后顺其自然随遇而安该来的会来该走的不强求做自己喜欢的事装扮成自己喜欢的样子不在意别人的眼光老了以后开始旅行一台车子一车行李一路风景最后找个安静的地方也就这样了吧做条咸鱼自由的咸鱼,0,0,0,0,0,0,0,0,0,1,0,0
421,在学校每天早上像个正常人说说笑笑我差点以为我真的变好了可是一到晚上情绪就崩溃了没有原因就是很痛苦,0,0,1,0,0,0,0,0,0,0,0,0
422,我怎么这么丑我真的不配我比别人丑还没别人懂事还比别人笨我真的不配,0,0,0,0,0,0,0,0,0,1,0,0
423,能不能别这样子姐姐我二十了因为自己性格的原因有很严重的抑郁症和社交恐惧症在家一年了基本上不敢出门见人也不知道怎么去跟别人面对面交流每天就是行尸走肉一样一个手机一顿饭一张床一个活死人说的就是我我准备今年去医院看的呢你仔细想想这个世界上真的没有你牵挂的了吗我们一起加油好吗,0,0,0,0,0,0,0,0,0,1,0,0
424,我从来没想过二妹会这么跟我闹我找不到说话的人觉得自己没用没地方发泄亲情不是最美好的东西吗与我似乎从来没有过反正也过了二十几年了过够了可我又怕死我舍不得家里我捡的那只别人不要的小狗我是没出息,0,0,0,0,0,0,0,0,0,1,0,0
425,有时候脑袋里的细胞动一下都觉得疲惫,0,0,0,0,0,0,1,0,0,0,0,0
426,也许死亡是我唯一能与命运对抗的筹码,0,0,0,0,0,1,0,0,0,0,0,0
427,抱歉很晚才认识你不过怎么说呢能够认识就不算晚心我总会觉得自己有一段日子超自卑莫名其妙就想哭发脾气好像什么什么都做不好任何人都比我优秀不过现在大概大学要毕业了人老了竟然也就佛了酸希望来这儿的小伙伴能找到属于自己的那份开心和幸福吧即使微不足道心别忘了有人陪,0,1,0,0,0,1,0,0,0,1,0,0
428,该睡觉了走饭晚安今天不和你讲话了睡了心其实我想大哭一场再睡可是哭不出来算了吧一切都放下告诉自己梦醒了而已你本来就一无所有不是吗,0,0,1,0,0,1,0,0,0,0,0,0
429,既然活着不能让自己快乐那为什么要活着,1,0,0,0,0,0,0,0,0,0,0,0
430,明明生活的也算幸福但是总觉得人生无望呢我要是从来没出现过在这个世上就好了我总是搞砸一切,0,0,1,0,0,0,0,0,0,0,1,0
431,感觉自己每天都活在痛苦的深渊里每天想把自己拔出来但是每天都越陷越深,0,0,1,0,0,0,0,0,0,0,0,0
432,我祈祷上天现在收了我的命吧我不能在学校跳楼学校没有错老师同学没有错回家也许挺好的但是会被村里其他人指指点点吧也会留下心理阴影的,0,0,0,0,1,0,0,0,0,0,0,0
433,太渴望拥有有时候对别人对自己都是个负担比如活着就是个负担,0,0,0,0,0,0,0,0,1,0,0,0
434,饭饭你在另一个世界过得好吗你得到了解脱了吗把我也带走吧这世界上没什么值得我留恋了心死了绝望了只求一死,0,0,1,0,0,0,0,0,0,0,0,0
435,一觉醒来突然觉得人间的一切于我没有任何意义了不想说话不想睡觉不想做任何事,0,0,1,0,0,0,0,0,0,0,0,0
436,他都还心安理得活着凭什么你去遭受他应该遭受的报应,0,0,0,0,0,0,0,0,1,0,0,0
437,受不了了我太崩溃我又到处砸东西了我已经很努力在控制自己的情绪了可是我真的好难受啊我真的好讨厌我自己我超级努力想要生活变得好一点可是似乎没有任何意义,0,0,1,0,0,1,0,0,0,0,1,0
438,生活很苦全是煎熬不知不觉就变暴躁了,0,0,1,0,0,0,0,0,0,0,0,0
439,人这一生吧总没那么的顺我倒是浑浑噩噩的混了四十一年曾经最难熬的日子就这么挺过来现在想想也无非就是皮糙肉厚贪生怕死给自己找个借口开心下当然每个人的遭遇不一样并不试图劝解你只是想想十月怀胎好容易挤掉那几亿的兄弟变成了人哪儿能这么轻易的把自己给交代了呢,0,0,0,0,0,0,0,0,0,1,0,0
440,我活着果然是个累赘,0,0,0,0,0,0,0,0,0,1,0,0
441,总会试着去寻找是不是这个世界错了寻找不是自己的问题可是找来找去终究是自己不行啊比赛自己学识不够拖后腿打游戏自己能力不够被喷说话谈吐也感觉自己读书不够肤浅肤浅到和游戏里的人都能对骂起来,0,0,0,0,0,0,0,0,0,0,1,0
442,一点小事就能让我崩溃让我嚎啕大哭一晚上我真的好累,0,0,1,0,0,0,1,0,0,0,0,0
443,嗯所以说我这样的人活该是被人嫌弃的呢,0,0,0,0,0,0,0,0,1,0,0,0
444,很想要有人抱团取暖但是我的占有欲会让它变质没有人会接受这么糟糕的我要是世界上有另一个我就好了,0,0,0,0,0,1,0,0,0,1,0,0
445,其实不是谁的错是我自己太无能,0,0,0,0,0,0,0,0,0,1,0,0
446,扛不住了又是一年清明我又想起了他他可以带我走吗我实在没有勇气自我了结可是也实在不想继续这样如同行尸走肉般过活太没意思了,0,0,0,0,0,0,0,0,0,1,0,0
447,我没有工作的能力我一无是处我什么都不会我有很多很多的困难和阻碍我活着浪费空气我很痛苦,0,0,1,0,0,0,0,0,0,1,0,0
448,不知道到哪里去买安眠药我现在觉得死是一件好快乐的事我要是可以死该多幸福,0,0,0,0,0,0,0,0,1,0,0,0
449,我也不知道我在丧什么但就是很难受丧到死,0,0,1,0,0,0,0,0,0,0,0,0
450,饭饭你知道吗我快撑不下去了我想来见你了真的没有人站在我这里我其实也很脆弱啊饭饭你告诉我天堂怎么去不会痛好吗,0,0,0,0,0,1,0,0,0,0,0,0
451,今天我们都是沙雕,0,0,0,0,0,0,0,0,0,1,0,0
452,或许我根本不应该出现这个世界,0,0,0,0,0,0,0,0,1,0,0,0
453,我终于变成自己讨厌的那种人了,0,0,0,0,0,0,0,0,0,0,1,0
454,但任何事都不会变好,0,1,0,0,0,1,0,0,0,0,0,0
455,我一个那么丧的人居然也在安慰别人,0,0,0,0,0,0,0,0,0,1,0,0
456,我贪生怕死却又不配活着,0,0,0,0,0,0,0,0,0,1,0,0
457,大夫开的药让我感觉脑子好陌生哦但是吃了药就可以function啦像小机器人,0,0,0,0,0,0,0,0,0,1,0,0
458,我爸又在外面骂人我在房间里听的咯噔一声每天都活在恐惧和绝望当中跟一个神经病住在一起他自己混日子把我害死了毁了我一辈子,0,0,0,0,0,0,0,0,0,1,0,0
459,身边还有父母再一无所有所谓的什么爱的人算了吧生存还是毁灭自己别无选择,1,0,0,0,0,0,0,0,0,0,0,0
460,我没有朋友没有男朋友没有真的喜欢我的人我干什么爸妈都不会理解我都是我自己作成这样我是个废人,0,0,0,0,0,0,0,0,0,1,1,0
461,嘿饭饭好几天没来了最近真的不开心感情工作生活都很不顺啊我一想到要面对那些恶心的人还有事儿我的胃部就开始不适我超级想用东西把它给塞满憋憋的然后我就可以不那么空了,0,0,1,0,0,0,0,0,0,1,0,0
462,幼稚恶心,0,0,0,0,0,0,0,0,0,1,0,0
463,我是不是很坏可爱嘿嘿人活一生为了什么不就是为了开心嘛我管你污,0,0,0,0,0,0,0,0,0,1,0,0
464,命不久矣了吧,0,0,0,0,0,1,0,0,0,0,0,0
465,每次出门之前都要纠结半天感觉一出门全世界的人都在看着我出糗盯着我的缺点看,0,0,0,0,0,1,0,0,0,0,0,0
466,住院第三天消极想法可以控制了基本不会无缘无故冒出来但是活着还是让我感到疲倦我甚至有点不想治好我的病治好了就死不了了,0,0,1,0,0,0,0,0,0,0,0,0
467,感觉身体哪哪都是病,0,0,0,0,0,1,0,0,0,0,0,0
468,简直有病,0,0,0,0,0,0,0,0,0,1,0,0
469,心里好一阵难受这世界并不爱所谓善良的人善良只说明我懦弱罢了,0,0,1,0,0,1,0,0,0,1,0,0
470,睡了醒醒了又睡在梦与现实之间徘徊挣扎着猛然睁开眼睛脑子被突然从梦境中拉回来我是谁我在哪精神突然就被撕扯着眼神空洞像是分裂了无助绝望又痛苦这样的日子什么时候才是个头啊我不想治病了只想让一切都赶快结束掉跪了,0,0,1,0,0,0,0,0,0,0,0,0
471,我太脆弱了脆弱到唯一的筹码也用不上,0,0,0,0,0,0,0,0,0,1,0,0
472,我想要拥抱可我一次次的推开这个拥抱是怕再一次的受伤我现在一无所有有的只是这个一条不值得的命我想结束结束掉所有的一切就当我没有来过这世上一样寻不到我的任何,0,0,1,0,0,0,0,0,0,0,0,0
473,没人愿意和抑郁症患者谈恋爱吧都会被讨厌的,0,1,0,0,0,1,0,0,0,0,0,0
474,曾经我也是个活波的孩子用正能量感染身边的朋友积极进去不怕失败不知道什么时候开始我突然不爱说话喜欢独处害怕尝试懦弱自卑无能,0,0,0,0,0,0,0,0,0,1,0,0
475,所以和抑郁症谈恋爱是无法完全开心的吧,0,0,0,0,0,1,0,0,0,0,0,0
476,我也觉得生活没意思时常在想我什么时候才会走到生命尽头,0,0,1,0,0,0,0,0,0,0,0,0
477,好多想做的可是什么都做不到,0,0,0,0,0,1,0,0,0,0,0,0
478,你就是个骗子,0,0,0,0,0,0,0,0,0,1,0,0
479,我真的变成了一个非常糟糕的人好难过,0,0,0,0,0,0,0,0,0,1,0,0
480,饭我错过了报名时间我参加不了考试了我没有跟任何人说因为这件事我自己已经很痛苦了如果我跟别人说又会受到指责了那样就会更痛苦你能懂我的吧饭,0,0,0,0,0,1,1,0,0,0,0,0
481,为什么会得抑郁症我知道是我该死,0,0,0,0,0,0,0,0,1,0,0,0
482,嘿陌生人今天又因为我的情绪破坏了气氛老公又叫我离婚我是不是这样不放手让他没有奔向更好的幸福可是这个病折磨得大家精疲力尽了想一个人安安静静的走不知道怎样才不痛苦的离开佩服你当初的勇气当我拿起刀子它是冰冷的当我站在高楼上我觉得好大的风都是害怕的理由我明天还能看到天明吗,0,0,1,0,0,0,0,0,0,0,0,0
483,感觉活的很自卑矛盾的快要爆炸我好想你,0,0,0,0,0,0,0,0,0,1,0,0
484,饭饭中午就算正在流泪还在劝别人坚持下去短短几个小时过去我自己已经坚持不住了不知道从什么时候开始父母已经不是我留下来的牵挂然后意外的有了我的宝宝熬过艰难的孕期然后迎来了我的宝宝可是除了我没有人爱她她是我的天使拯救了我可我当不好一个好妈妈,0,0,0,0,0,1,0,0,0,0,0,0
485,我在这里苦逼的上班人际关系永远处理不好一定是我的问题我自己在过钻牛角尖自己自尊心太强大如果能当个舔狗就好了微笑,0,0,0,0,0,0,0,0,0,0,1,0
486,小心翼翼到后来的试探性依赖再到后来完全相信你把心给了你一直到现在我们结束你终于成功的让我这辈子都不会再去喜欢和爱了你成功的抹杀了我这个能力,0,0,1,0,0,0,1,0,0,0,0,0
487,饭书上说做自己能给自己最大的自信和快乐可是我不敢我是不是太怂了挤眼,0,0,0,0,0,0,0,0,0,1,0,0
488,也许我就是多余的吧,0,0,0,0,0,0,0,0,0,1,0,0
489,最近突然特怕孤独我怕我猝死了都没人知道好像要朋友啊感觉自己活的好失败,0,0,0,0,0,0,0,0,0,1,0,0
490,有一阵子没来是我的问题失望抱歉啦各位朋友,0,0,0,0,0,0,0,0,0,0,1,0
491,没有人喜欢我没有人在意我的心情是不是我彻底消失了大家才回像以前那样关注我,0,0,0,0,0,1,0,0,0,0,0,0
492,后来我的痛苦就全都转化为她对我说的那句话但是所有人都不理我在我发疯的时候快乐地聊天我的人生除了痛苦就是耻辱我听到别人的笑声只感到更加耻辱,1,0,0,0,0,0,0,0,0,0,0,0
493,我也不想跟我妈发什么但我太痛苦了必须纠缠要不然怎么活我现在所学理论帮不了我了我现在正在向外抓心里空的很没办法求不来爱要点纠缠总行吧我没那么幸运,0,0,1,0,0,0,0,0,0,0,0,0
494,想走了一天小时无时无刻的想走想放弃真的真的熬不住了永别了,0,0,1,0,0,0,0,0,0,0,0,0
495,对不起世界给我的反馈可能是不会好了一直一直,0,1,0,0,0,1,0,0,0,0,0,0
496,我也好想死做着自己不喜欢的工作加上父母不断的催着找女朋友这几天心情低迷看着花花世界是越来越没趣走在阳台上好像从上跳下去,0,0,0,0,0,0,1,1,0,0,0,0
497,我又开始了这种间歇性的抑郁快把我折磨死了今天在图书馆看书闭馆时发现找不到书的原位我焦虑的跑遍了都找不着你说怎么就找不着了呢悲伤悲伤在去地铁站的路上就开始哭了我活着好像没什么用啊,0,0,1,0,0,0,1,0,0,0,0,0
498,突然好丧因为生病每天吃的药钱就够吃一顿饭时不时的还要做个检查如果没有我是不是就不会有那么多负担他们的生活一定会过得更好的,0,0,0,0,0,1,0,0,0,0,0,0
499,我是本科生中医专业毕业很多年了现在想重新干本行工作结果医院只招研究生今年我接受太多的打击了我又是一个很要强不服输的人我花了很多的时间才把自己从低落的情绪里拉出来但是我现在真的没有自信了其实我很羡慕你们研究生因为比本科生有更大的竞争力而本科生连报名的资格都没有,0,0,1,0,0,0,1,0,0,0,0,0
500,饭可能是我作恶多端所以想要的永远都得不到人间对于我来说才是地狱,0,0,0,0,0,1,0,0,0,1,0,0
501,我是一个没有感情的机器一无所有才不怕失去吧,0,0,0,0,0,0,0,0,0,1,0,0
502,焦虑症疑病症真的要折磨死我了最近竟然在搜索烧炭自杀的信息知道这样是不对的可是控制不住自己不知道什么时候坚持不下去了,0,0,1,0,0,0,0,0,0,0,0,0
503,做什么事都觉得做的不好即使在别人看来已经很好了就是苛责自己就是对自己高要求就是觉得自己不好朋友没有人了解抑郁他们真的觉得是我想太多了可我真的很难过呀真的想让自己死了算了,0,0,1,0,0,0,1,0,0,0,0,0
504,心里苦的人吃一颗糖果你以为会有点甜甜的味道然而糖果也是苦的我的生活没有色彩没有甜甜的味道真苦不吃也罢,0,0,1,0,0,0,0,0,0,0,0,0
505,每当生活和工作不顺心时就想来看看你那些心灵鸡汤说的什么坚持住会越来越好的全是狗屁对我来说能维持原状已经算是好的了更多的是你永远未知更坏的是什么一山更比一山低低处永远未算低,0,1,0,0,0,1,0,0,0,0,0,0
506,我只是一个寄生虫而已,0,0,0,0,0,0,0,0,0,1,0,0
507,现在是什么样呢大概就是在持续的绝望中混吃等死,0,0,1,0,0,0,0,0,0,0,0,0
508,上周好难过然后给自己定了自杀日期然后每天煎熬的过着今天是生日也是我定下的自杀日期呐今天情绪更是不好所以我应该扛不住了要去见见你了,0,0,0,0,0,0,0,1,1,0,0,0
509,自信会让我极度没有安全感可在人前的时候我又必须摆出一副自信的样子所以只有在每天晚上缩在被窝里的时候我才敢跟我的自卑和安全感一起相处有时候我甚至只能靠着墙角或者是床板才能睡着以前害怕自己猝死在房间中几个月无人发现现在巴不得在床上发生一场意外,0,0,0,0,0,0,0,0,0,1,0,0
510,我活着真没用什么事情都做不好,0,0,0,0,0,1,0,0,0,1,0,0
511,原来这里有这么多相似的人从早上八点醒了之后就没起饿但是不想起只想哭哭得眼泪都没了每天活的好痛苦不知道这么大年纪了辞职还能做什么没有一技之长没有学历没有长相没有背景了越来越焦虑没对象没人爱一听有人要给我介绍对象就发自心底的排斥我想我是完了,0,0,1,0,0,1,0,0,0,0,0,0
512,也许一生也走不完,0,0,0,0,0,1,0,0,0,0,0,0
513,我真是令大家都讨厌的人啊,0,1,0,0,1,0,0,0,0,0,0,0
514,我一点都不好过的一点都不好,0,0,1,0,0,0,0,0,0,0,0,0
515,看吧我又在哭了真没用,0,0,0,0,0,0,1,0,0,1,0,0
