非此即彼	以偏概全	心理过滤	否定正面思考	读心术	先知错误	放大	情绪化推理	应该式	乱贴标签	罪责归己	罪责归他	内容
0	0	0	0	0	0	0	0	0	1	0	0	我爸妈和我姐都不知道我的眼泪怎么那么多!他们觉得我特别没有用!我也觉得我没有用!死了多好
0	0	1	0	0	0	0	0	0	0	0	0	人生太糟糕了,做实验糟糕,虽然没被批评,搭档根本不好沟通,也是我的室友,我们寝室六个人,有两个女生特别开放,我不太适合和她们耍,我是一个沉默的人,有个女生特别懒(搭档),有个女生只想要我帮助她却不愿意付出来帮我,呵呵,我的安排真好,去他妈的我都想骂脏话了,根本不想跟他们交流
0	0	0	0	0	0	0	0	0	1	0	0	我是因为高二分班焦虑症引起的社恐,和人接触就会忍不住抽动发抖,从而抑郁,第7年了,太累了真的,我觉得每天的我活得像个怪物一样。
0	0	0	0	0	0	1	0	0	0	1	0	我受不了我了，心情不好只会对亲金额的人发脾气，明明他们什么也没做，我想杀了我自己
0	0	0	0	0	0	1	0	0	1	0	0	我发现我向别人道歉的频率越来越高了。嗯我也只是个只会带来麻烦的垃圾罢了。
0	0	1	0	0	0	1	0	0	0	0	0	我是本科生中医专业，毕业很多年了现在想重新干本行工作结果医院只招研究生，今年我接受太多的打击了，我又是一个很要强不服输的人，我花了很多的时间才把自己从低落的情绪里拉出来，但是我现在真的没有自信了。其实我很羡慕你们研究生，因为比本科生有更大的竞争力，而本科生连报名的资格都没有。
0	0	0	0	0	0	1	0	0	1	0	0	为什么自己这么无趣,这么不好看啊。为什么他不喜欢我呢?算了,不在乎了
0	0	0	0	0	1	0	0	0	0	0	0	我真的太痛苦了 我每天哭 吃不下睡不着 没有人需要我 大家都是短暂的爱了我一下
0	0	0	0	0	0	0	0	0	1	0	0	我觉得好难过,没有什么价值的我还活着,可是有价值的人很突然的死了
0	0	0	0	0	0	0	0	0	1	0	0	梦见我外婆了 外婆很开心很好 可梦中都是在高中 想到奶奶 可是现在我太差太没有能力了 好恨自己
0	0	0	0	0	1	0	0	0	0	0	0	外婆走了,没有人会真正爱我了,我爱的奶奶身体不好了,突如其来的崩溃
0	0	0	0	0	0	0	0	0	1	0	0	我太失败了
0	0	0	0	0	1	0	0	0	0	0	0	我觉得我的感情之路好坎坷,相亲拒绝了一个不错的小哥哥,因为他太不冷不热。与其怕最后会难过,宁可做先放手的那个人。我可能要孤独终老了。
0	0	0	0	0	0	0	0	0	1	0	0	所以成年人的世界真的没有童话,我这样的傻瓜,就活该受一身伤,痴心妄想总是会跌跟头的
0	0	0	0	0	0	0	0	0	1	0	0	我是垃圾,第756272次确认
0	0	0	0	1	0	0	0	0	0	0	0	我祈祷上天现在收了我的命吧，我不能在学校跳楼，学校没有错，老师同学没有错。回家也许挺好的，但是会被村里其他人指指点点吧，也会留下心理阴影的。
0	0	0	0	0	0	0	0	0	1	0	0	我自己都讨厌自己,小气,自私,内向
0	0	0	0	0	0	0	0	0	1	0	0	我就是觉得不得劲,不开心,我觉得我的存在对别人来说是一种负担,没有原因的不开心和丧
0	0	0	0	1	0	0	0	0	0	0	0	不敢直视众人的目光 感觉他们好像都在嘲笑我
0	0	0	0	0	0	0	0	0	1	0	0	感觉自己很废
0	0	0	0	0	0	0	0	0	1	0	0	能不能别这样子姐姐，我二十了因为自己性格的原因有很严重的抑郁症和社交恐惧症，在家一年了基本上不敢出门见人也不知道怎么去跟别人面对面交流每天就是行尸走肉一样一个手机一顿饭一张床一个活死人说的就是我，我准备今年去医院看的呢，你仔细想想，这个世界上真的没有你牵挂的了吗？我们一起加油好吗
0	0	0	0	0	0	0	0	0	1	0	0	我真的贱啊 跑去看他微博 我现在心里真的好难受啊
0	0	0	0	0	0	0	0	0	1	0	0	感觉好失败,各种不想说话,工作也经常出错,天天被骂
0	0	0	0	0	1	0	0	0	0	0	0	我应该去医院检查一下了,我有预感,我要完了,最近总是没来由的不适,心脏偶尔剧烈跳动,导致呼吸不畅头晕难受,如果真的出了问题那很好,我就来报喜
0	0	0	0	0	0	0	0	0	1	0	0	我连死的勇气都没有了,我以前只是觉得我自己痛苦,沉浸在其中,但是因为我的原因导致其他人也被影响,我是多余的
0	0	0	0	0	1	0	0	0	0	0	0	生活不是电视剧,永远不会有人给你救赎
0	0	0	0	0	1	0	0	0	0	0	0	我到现在还是一个相当没有自信的人 我再也找不回好份属于我的自信了
0	0	0	0	0	0	0	0	0	1	0	0	我只敢在评论里叫嚣我的抑郁，却不敢发圈，我想我是一个懦弱的孤独患者
0	1	0	0	0	0	0	0	0	0	0	0	饭饭我很失望的来了!我很厌恶骗我的人,结果身边的都是骗子,包括他,骗得我团团转,直到现在我失望透了!我这一生缺很多非常多的爱,最初因为他给了我像父爱一样的爱情,所以选择了他,可后面才发现是建立在骗局上的,因为爱上了便包容了可是没完没了了,如今这份骗局的爱也被我亲手终止了。。。
0	0	0	0	0	0	0	0	0	0	1	0	我总是以为我很坚强,但是差强人意 是我做的不好,不能成为你们喜欢的样子 一个个都走了,我没有朋友了,我害怕了,我可能连我最后一点自尊都没了,我真的害怕了
0	0	0	0	0	0	0	0	0	1	0	0	坐上公车,和朋友说检查的结果,憋了一路的眼泪还是流下来了。看,没用的人才流泪,有能耐的人多的是解决办法。
0	0	0	0	0	0	0	0	1	0	0	0	我该死
0	0	0	0	0	0	0	0	0	1	0	0	生活如此美好 而我是如此糟糕
0	0	0	0	0	0	0	0	0	1	0	0	我好差劲哦
0	0	0	0	0	0	1	0	0	1	0	0	所有人都比我好;;糟糕的只有我自己而已
0	0	1	0	0	0	1	0	0	0	0	0	被洗脑花了1000多块钱，我真的好想捅死我自己
0	0	0	0	0	0	0	0	0	1	0	0	我刚才跳楼,爬到16楼,发现恐高不敢跳,我真的太失败了
0	0	0	0	0	1	0	0	0	0	0	0	我不要做噩梦了我不要做噩梦了 没有人会安慰我
0	0	1	0	0	0	1	0	0	0	0	0	我是中度抑郁，平时表面上笑嘻嘻，对每个人都笑，转头说不定就开始哭，我觉得我没什么希望活下去。父母的嫌弃和唾骂，亲人的责备，我真的快疯了。他们最常对我说的就是你要听话，你大了，能不能体谅父母，你怎么那么不懂事。别人都能坚持你为什么不能。网络给了我一点慰藉，感谢那个一直陪我的少年。
0	0	0	0	0	0	1	0	0	1	0	0	还在加班 感觉自己好没用 还要拖累同事 最近因为开始吃药 每天都昏昏沉沉 上一秒讨论完的内容 下一秒就忘掉 觉得自己真的很没用 为什么还活着呢
0	0	0	0	0	0	0	0	0	1	0	0	各位真差劲
0	0	0	0	0	0	0	0	0	1	0	0	世界很美好,可我却很糟糕
0	0	0	0	0	0	0	0	0	1	0	0	一屁股坐在地上哭的时候,觉得自己烂透了,靠着药苟延残喘
0	0	0	0	0	0	1	0	0	0	0	0	一点点小事就能触发铺天盖地的痛苦,根本无力反抗
1	0	0	0	0	0	0	0	0	1	0	0	觉得自己活得太不精致了 像个废人 但是想了想 自己就是个废人……
0	0	0	0	0	0	0	0	0	1	0	1	好讨厌这里 更讨厌自己 没出息的东西 把一切都怪在爸妈的身上
0	0	0	0	0	0	0	0	0	1	0	0	我差 太差了 烂
0	0	0	0	0	0	0	0	0	1	0	0	是个疯子，死了不痛，先下去给朋友们探探路
0	0	0	0	1	0	0	0	0	0	0	0	我很相信他爱我,却又怕他只是短暂的爱了我一下。每天跟着他的情绪起伏,就像今晚,他突然一下转变了态度,我就觉得他不爱我了,跟他说完晚安后一个人躲在被窝里哭,感觉自己真的没有表面上看起来那么乐观。
0	0	0	0	1	0	0	0	0	0	0	0	全世界都对我有意见感觉
0	0	0	0	0	0	0	0	0	1	0	0	为什么我偏偏是人群中最垃圾的人;;;为什么我和别人不一样;;为什么我不是普通人。为什么别人要在背后说我;;为什么没有人能一直陪在我身边安慰我。为什么她们给了我希望又都离开我了
0	0	0	0	0	1	0	0	0	1	0	0	今天考试我什么都不会写肯定挂科了我真的好没用炸了炸了炸了炸了
0	0	0	0	0	0	1	0	0	1	0	0	今天出成绩了 我缺考了 我真的太废了 考试时间都能看错 太没用了吧
0	0	0	0	0	0	0	0	0	1	0	0	我活的太失败啦 身边的人几乎都不知道我病了 我也不愿意说 但是我也好想被安慰
0	0	0	0	1	0	0	0	0	0	0	0	我死了,她都不会在乎我,还说我不知悔改
0	0	0	0	0	1	0	0	0	0	0	0	没有人会喜欢这样的我的 他们要正能量又乐观还外向的孩子
0	0	0	0	0	0	0	0	0	1	0	0	有个人像光一样,要拉我一把。妈的高富帅会看上我这种一无所有的土妞么。我真的不敢了,别让我看见光,再堕入无边黑暗。我穷,没能力,是个人都会嫌弃的。
0	0	0	0	0	0	0	0	0	1	0	0	对不起我对这个世界实在太绝望了,先走一步,你们一定一定要好好活下去啊,别成为跟我一样的垃圾
0	0	1	0	0	0	0	0	0	1	0	0	我老是在想，活着有什么意义呢，挺没趣的。我是这样一个空洞洞的人，没有喜欢的东西，没有很多的朋友，没有想要做的事情，就这样像个孤魂野鬼苟活于世。活着又有什么意思呢
0	0	1	0	0	0	0	0	0	0	0	0	报警没用我也被骗了钱抱过警,人家就背个案,然后不了了之,所以我对这个世界失望透顶
0	0	0	0	0	0	0	0	0	0	1	0	饭,我今天又崩溃了,很严重,我把错全部揽到自己身上呢,但是好像真的都是我的错……我好像从出生就是一个错误,为什么我承受了肉体那么多那么多痛苦,还要承受心理的……饭饭,我真的快承受不住了
0	0	1	0	0	0	1	0	0	0	0	0	大二时对人生失去信心,陷入焦虑,夜夜失眠,熬过了很难熬的一段时间,现在研二,被一件件小事压到透不过气,矫情懦弱得不堪一击,总是无由来的哭泣,也跟着拖累压垮男朋友,不忍心让我爱的和爱我的人跟着痛苦,不知道压死驴的最后一根稻草什么时候到来
0	0	0	0	0	0	0	0	0	0	1	0	真奇怪 错都在我吧 身上的所有品质给别人带来的困扰 都是因为我吧 对不起大家了很抱歉的
0	0	0	0	0	0	0	0	0	1	0	0	我是个很差劲的人
0	0	1	0	0	1	0	0	0	0	0	0	感觉自己压力好大，不知道下一步怎么办了，工作看不到希望。努力也看不到未来
0	0	0	0	0	0	0	0	0	1	0	0	不想上学了 我太差劲了
0	0	0	0	0	0	0	0	0	1	0	0	我自私我自卑我缺乏安全感我情商低我爱吃醋我占有欲很强我爱你,但我输了,输得很惨,遍体鳞伤,我想走
0	0	1	0	0	0	1	0	0	0	0	0	剪了个巨丑无比的刘海 然后伤心的哭了起来 可是又不是因为这破刘海哭 。
0	0	0	0	0	0	0	0	0	1	0	0	我不能太自私了
0	0	0	0	0	1	0	0	0	0	0	0	我注定一生孤独
0	0	0	0	0	0	0	0	0	1	0	0	很糟糕 真的状态很糟糕 一切都很糟糕,没有任何的倾诉对象,我不能说,最可悲的是说了也没用,唯一可以说的人,我跟他说了也只是安慰我一切都会好起来的,要先爱自己才会有好运,这些屁话有用吗?如果能好得起来我不愿意吗?整件事情只有我一个人付出了巨大的代价,我真的好愚蠢
0	0	0	0	0	0	0	0	0	1	0	0	恶心,恶心,恶心,迷信真可怕,怎么会有如此愚昧无知的人,三十岁左右的女人被自称七十岁的男人摸遍了全身是在做法事?事后她的老公还茫然无知的感谢他?令人发指,第一次发现文盲如此可怕。讲出来可能都不会有人相信。
0	0	0	0	0	0	0	0	0	1	0	0	每次想起小时候一个人在黑黑的房间,一个人看电视的场景,我就觉得我是被父母抛弃的孩子,他们压根就不需要我,我就是个多余的
0	0	0	1	0	0	0	0	0	0	0	0	有人爱，有人关心，可我就是觉得很难过，很难过
0	0	0	0	0	1	0	0	0	0	0	0	前男友不嫌弃我,因为他长得一般。而且家里有矿,不在乎我的家境。小我三岁多长得挺好的小男孩不嫌弃我,因为他也是家里有矿,并且职高毕业。另一个小男孩不嫌弃我,因为他才上大一,还很天真,恋爱脑。可是一个靠自己打拼努力奋斗的186大帅哥,排名前20的大学本科生,肯定会嫌弃我的。好运气用光了么
0	0	0	0	1	0	0	0	0	0	0	0	有一个喜欢的人,但是他可能看不上我。也对,自己都是不好的样子,别人又怎么会喜欢。
0	0	0	0	0	0	0	0	0	1	0	0	我真的是一个无趣的人
0	0	1	0	0	0	0	0	0	0	0	0	看电影新闻看到谁谁死掉了，我都羡慕死了，不用再活下去了，多好啊，我下辈子绝对不会再来到这个世界上了，我也好想知道为什么会这样，为什么别人就可以每天都积极向上快快乐乐，我就不行，我的快乐哪去了，快让我死掉吧
0	0	1	0	0	0	1	0	0	0	0	0	能不能不爱了，因为爱太痛了，我痛的快死了
0	0	1	0	0	0	0	0	0	0	0	0	我不喜欢这个世界 我也不喜欢自己
0	0	0	0	0	0	0	0	0	1	0	0	我不喜欢和不熟的人讲话 科室里的三八很喜欢问我为什么不爱讲话 我跟她们真的没什么好说的 我和有两个孩子的人真的没什么好说的 等我以后生孩子了再聊吧
0	0	1	0	0	0	0	0	0	0	0	0	我今晚又哭了，躲在被窝里不敢放声，内心压抑的要窒息，不知道我还有没有明天，我不想这般累，我想快乐
0	0	0	0	0	0	0	0	0	1	0	0	不会的
0	0	0	0	1	0	0	0	0	0	0	0	我觉得我挺好的啊,我不就是偶尔心情不好,就割一下自己吗,没什么大不了的,对吧。我费尽心思让自己爱上这个世界,却总会因为一些事情中断这个过程。说出去我身边的人肯定会觉得我做作,不相信的,自己知道就好了,是的呢。
0	0	0	0	0	0	0	0	0	1	0	0	那我就是大怪物啦,哎呀谁都经历过哪些,比如我现在还没走出去,但希望你好好活着,太累啦生活。可是现在不是有我回应你嘛
0	0	0	0	0	0	0	0	0	0	1	0	我爱的太多了,他们都离开了,我没有更多爱分给任何人了。怪我滥情。
0	0	0	0	0	0	0	0	0	1	0	0	有時候覺得世界怎麼會容許我這樣的扭曲個體存在 然後又覺得 對啊 世界不容許啊 它不是很早就開始趕我走了嗎
0	0	1	0	0	0	0	0	0	0	0	0	我也不想跟我妈发什么，但我太痛苦了，必须纠缠，要不然怎么活，我现在所学理论帮不了我了，我现在正在向外抓，心里空的很，没办法，求不来爱，要点纠缠总行吧，我没那么幸运
0	0	0	0	0	1	0	0	0	1	0	0	活的已经是行尸走肉了,为什么还要继续活下去呢。
0	0	0	0	0	0	0	0	0	1	0	0	每天都过着行尸走肉的生活,我看不到好转的迹象啊,太难受了真的,连我最爱吃的香酥片都不想吃了,还能撑多久
0	0	0	0	0	0	0	0	0	1	0	0	应该不会有我第二个像我这么失败的人了
0	0	0	0	0	1	0	0	0	1	0	0	这辈子的梦想再也不可能实现了 我失败了 我是一个彻头彻尾的失败者 我这样的人该下十八层地狱;;
0	0	0	0	0	1	0	0	0	0	0	0	像我这种人永远不会幸福的
0	0	0	0	0	1	0	0	0	0	0	0	哈哈哈哈哈哈哈我以后一定不是合格的老师
0	0	1	0	0	0	0	0	0	0	1	0	饭。今天外面一直在下雨，然后突然之间就停电了，我爸妈说她们觉得我有性格缺陷，他们无法理解，我会动不动就拉黑别人删除别人，我总是喜欢活在过去的事情里面，然后无法自拔，然后自我折磨。其实我也知道我所有的压力都来自于我自己，可是事实上，我连一点改变都做不了，我真的真的太讨厌现在的自己了
0	0	0	0	0	1	0	0	0	0	0	0	可能哭出来是因为还有人在乎你 或者你希望有人在乎你 帮你 而我 已经哭不出来了 因为没用 我清楚的知道 没有人会帮我的
0	0	0	0	0	1	0	0	0	0	0	0	我就知道我不被人喜欢,没有人会全心全意爱我,哈哈哈哈
0	0	0	0	0	0	0	0	0	0	1	0	路都是自己走的当你做每一种选择的时候必然要面对每一种可能讨厌失控的自己我讨厌我自己讨厌这个比昨天更喜欢你的我
0	0	0	1	0	0	0	0	0	0	0	0	身边还是很美好的啊，为什么我还总想哭。
0	0	0	0	0	0	0	0	0	1	0	0	我就是胆小懦弱,犹豫不决,人生是一道道选择题,但我总是选择困难症
0	0	0	0	0	1	0	0	0	0	0	0	离30岁没有几年了 我始终觉得我活到30岁就够了 我并不看好自己 也不觉得未来会有多幸福 明明就是孤独一人 又何必就存在这个世界呢 我的确是一个负能量的人 内心也不够强大
0	0	0	0	0	0	0	0	0	0	0	1	我要是哪天自杀了,我妈就是唯一的刽子手。
0	0	0	0	0	0	0	0	0	1	0	0	我一点也不想来到这个世界上 这操蛋的人生 我不想要了
0	0	1	0	0	0	1	0	0	0	0	0	有一次和同事吵架没吵几句我就拿起桌上玻璃烟灰缸指着他 他当时没敢说话 其他人也拉住了 不是我吓唬他当时无法控制情绪气到极点，如果他反驳一句我有勇气几烟灰缸砸死他的冲动 现在都不想出门见人也越来越害怕出门
0	0	0	0	1	0	0	0	0	0	0	0	你和前任都一样,我对于你来说跟所有的女人都一样。 你已经开始讨厌我了吧
0	0	0	0	0	0	0	0	0	0	1	0	我妈妈对我越好我越觉得对不起她,我不够优秀,对不起她 而且我感觉我也不一定会一直活着,如果我死了,对我妈妈来说,她几十年的心血就白费了……唉
0	0	0	0	0	0	0	0	0	1	0	0	我为什么这么差劲
0	0	0	0	0	0	0	0	0	1	0	0	我真的毫无用处 一败涂地;;为什么要活着呢
0	0	0	0	1	0	0	0	0	0	0	0	是不是倒霉的人会觉得上帝在针对她,但我觉得上帝真的在针对我,我实在太倒霉了吧。
1	0	0	0	0	0	0	0	0	1	0	0	我明明都差的要死了为什么还要活着?
0	0	0	0	0	1	0	0	1	1	0	0	我也在等这样的人出现，但是又觉得如此不堪的我，应该不会有人接近。
0	0	0	0	0	0	0	0	0	1	0	0	觉得自己没有用到想把自己消灭掉
0	0	0	0	0	0	1	0	0	1	1	0	身边的同事。朋友圈的人。都会有朋友记挂,想吃的东西也好,生日也好,聊天也好。我都没有,我只有我自己。我只有一个人,虽然一个人真的爽爆了,但有时候还是想被人记挂,昨天生日,没有一个人给我发生日祝福。也没有人记得。只有自己,我真的挺差劲的。所以才没有朋友吧
0	0	0	0	0	1	0	0	0	0	0	0	未来看不到光明
0	0	0	0	0	1	0	0	0	0	0	0	没有我肯定会好的
0	0	0	0	0	0	1	0	0	1	0	0	我好讨厌我自己 胆小;;懦弱 无能一切一切不好的都在我身上体现
0	0	0	0	0	0	0	0	0	1	0	0	下周又得去开药了，开一次药没4分之1生活费。我太败家了
0	0	0	0	0	1	0	0	0	0	0	0	饭，今天我被赶出来了，我无处落脚，我知道，这是上天在不断的逼我走上绝路。他连1.5平方米的安身之处都不肯给我。我对着我的凉席说，你跟我都好可怜，天下之大，竟然没有你我的容身之处，或许你最好的归宿是垃圾桶，而我则是坟场。但我终究还是没有把他扔进垃圾桶，因为这张凉席还愿意与我相依为命。
0	0	0	0	0	0	0	0	0	1	0	0	好累哦,婚姻,爱情,家庭,工作,我就是个loser
0	0	0	0	0	0	0	0	0	1	0	0	张小雪啊 你以为自己不是臭鱼烂虾么那些见得光的见不得光的 你自己都忘了么
0	0	1	0	0	0	1	0	0	1	0	0	打卡，我今天又分手了，我求了他好长时间，他说好累，真的不想和我走了，我懂很多道理，可是我就是走不出来，从小被孤立的原因吧，我觉得自己就是没有用的人，一个人离开我我真的受不了，我想睡也睡不着，我不敢去医院，也买不到安眠药，就吞了之前买的退黑素，我倒了很多在嘴里，但我还是睡不着
0	0	0	0	0	0	0	0	0	1	0	0	可惜我只是一个只会对着月亮笑着结束的垃圾
1	0	0	0	0	0	0	0	0	1	0	0	饭，给我安排一场意外吧？我不再撑下去了。最后一次，让我解脱吧？让我扔掉这自卑，扔掉负罪感吧？我不想要再取悦任何人了。我好累好累啊？改不掉这性格，那就让我解脱吧？
0	0	0	0	0	0	0	0	0	1	0	0	活得好失败
0	0	0	0	1	0	0	0	0	0	0	0	我没办法我就是太在乎别人的看法 跟人说话会怕第二个人以外的人听见 接电话也总觉得旁边的人会听见 然后他们会觉得我怎么说话这么笨处事这么不灵活等等 所以总是不由自主的压低音量 能不接电话就不接电话 生活中也尽量避免与人交流 特别是两个人以上的场合
0	0	0	0	0	1	0	0	0	0	0	0	好像再怎么努力 我也比不上靠运气或者极少努力就能考好的人
0	0	0	0	0	0	0	0	0	1	0	0	我好恶心我好垃圾我看不起自己
0	0	0	0	0	0	0	0	0	1	0	0	即使知道我绝对不可能会是抑郁,一切都是因为垃圾的性格,但总有这种心理暗示,我真恶心
0	0	0	0	0	0	0	0	0	1	0	0	怎么还是这么幼稚还是这么垃圾
0	0	0	0	0	0	0	0	0	1	0	0	我最近深陷迷茫。我已经几个月没去上课了,可能马上就要被退学了。这个结果倒也没超出我的计划,我已经准备退学了,一是专业实在恶心,二是室友实在恶心。虽然已经大二了,但我才二十都不到,人生大概还有机会吧。感觉这两天真的要崩溃了,吃炸鸡都不能给我快乐。
0	0	0	0	0	0	0	0	0	1	0	0	我也太差劲了吧
0	0	0	0	0	0	0	0	0	1	0	0	我变得好冷漠和自私,好奇怪呐。但这样我似乎快乐了一点,但什么是快乐呢,其实我也不懂了,我不记得我没生病前的样子了,也不记得那时候的快乐了。
0	0	0	0	0	0	0	0	0	1	0	0	我好恶心
0	0	0	0	0	0	0	0	0	1	0	0	我的人生就是败笔
0	0	0	0	0	0	0	0	0	1	0	0	你这话说的,那像我这种大专垃圾岂不是捡垃圾了
0	1	0	0	0	1	0	0	0	0	0	0	[微笑]如果你有抑郁症，不要跟你身边的任何一个人说 因为他们都会模式化的告诉你，别开玩笑了
0	0	1	0	0	0	0	0	0	0	0	0	我没什么要活的，对所有的没有兴趣没有爱，孤独的没有灵魂的我。病态的我。没办法控制思绪的我，等等的我，都让我只想死了，我能想想我死的时候什么样子。我不在以后是什么样子 。我都觉得很好，但活着真不好。
0	0	0	0	0	0	0	0	0	1	0	0	我不想长大啊,我也想抓住美好,可好像我并不是个美好的女孩子
0	0	0	0	0	0	0	0	0	1	0	0	饭,我终于要变成一个被社会嫌弃鄙夷的离异女人了
0	0	1	0	0	0	1	0	0	0	0	0	遇到好笑的哪怕一点点小事我都可以笑半天，不是因为笑点低，我只是假装快乐告诉自己开心起来，但是内心沉的不行在乎别人的想法，一举一动，经常觉得在为别人活着，生活也就没有意义，拼命想融入集体，但是每次都失败也就放弃了一个人自言自语做事散步，玩游戏 谢谢，对不起 经常说但是还是有人说自己
0	0	0	0	0	0	0	0	1	0	1	0	是我本不该存在于世 都怪我 怪我
0	0	0	0	0	0	0	0	0	1	0	0	长大以后发现自己的格格不入,发现自己原来和大家都不一样啊,像个异类
0	0	0	0	0	0	0	0	0	1	0	0	人到中年还活的这么狼狈不堪,我认输了,不想再面对冷嘲热讽冷言冷语,你们过得好跟别人炫耀去吧,我只想弄死不争气的自己!
0	0	0	0	0	0	0	0	0	1	0	0	好像没有什么可以依赖相信的人了,对家人也疏离,我感觉真的我很糟糕啊
0	0	0	0	0	0	0	0	1	0	0	0	我觉得我不该存在在这个世界上
0	0	0	0	0	0	0	0	0	1	0	0	我来啦,体验了这么久的生活,结果发现自己是个累赘,活了嫌弃自己,要死吧又怂,怕痛,怕别人说矫情。
0	0	0	0	0	1	0	0	0	0	0	0	可是幻想 始终是幻想;;那都不可能成真的
0	0	0	0	0	0	0	0	0	1	0	0	我好没用啊 哈哈哈
0	1	0	0	0	0	0	0	0	0	0	0	为什么所有人都对我父亲家暴如此宽容啊,凭什么啊
0	0	0	0	0	0	0	0	0	1	0	0	一条条的留言;;我已经是电视剧中的反派角色;;现在有心杀贼 无力回天了;;;我太糟糕了
0	0	0	0	0	0	0	0	1	0	0	0	我拼命去讨好别人，但是最后我还是被扔掉了，我的真心就是那么不值钱
0	0	1	0	0	0	0	0	0	1	0	0	他们在我身边吵闹嬉笑,我虽然没有和他们一起嬉闹,但是我脸上也是挂着微笑的,因为要显得我合群啊……我觉得我真的是这个世界上最糟糕的人了,每天内心崩溃一百次,活得真的一点意思都没有了
0	0	0	0	0	0	0	0	0	0	0	1	我恨他们啊,我本来就是没有自信的人,他们当年围在我周围,辱骂羞辱我的梦想,说我去了北京会饿死街头。我没有流落街头,我在北京两年了,我过的还不错,但是没有他们阻碍,我本来可以过得更好的。
0	0	1	0	0	0	1	0	1	0	0	0	不管是我的家庭还是感情 都是被伤害的一塌糊涂 我还在努力的活着 为什么呢 其实我早就该死的 其实割喉也不疼的
0	0	0	0	0	0	0	0	0	1	0	0	她是灿烂的星光 我不过是一滩泥泞的沼泽罢了 无法自救 亦无法被她所拯救
0	0	0	0	0	0	0	0	0	1	0	0	想小丑一样
0	0	0	0	0	0	0	0	0	1	0	0	我真够恶心的
0	0	0	0	0	1	0	0	0	0	0	0	没人喜欢我这种负能量的人
0	0	0	0	0	0	0	0	0	1	0	0	我想靠近他,却不想连累他,我太麻烦了!
0	0	0	0	0	0	0	0	0	1	0	0	我像一只舔狗一样卑微
0	0	0	0	0	0	0	0	0	1	0	0	生活很美好,是我太糟糕
0	0	0	0	0	0	1	0	0	0	0	0	我就是不够勇敢,总是让身边的人失望,我觉得我不配活着
0	0	0	0	0	0	0	0	0	1	0	0	可是我就是很笨啊，
0	0	0	0	0	0	0	0	0	1	0	0	饭饭 我真的像一个可以被随处可丢的垃圾
0	0	1	0	0	0	0	0	0	0	0	0	总觉得有一种无形的力量牵引着我的情绪 陷进去很难自拔 可能一句话 可能一句歌词 可能一个旋律 太煎熬了
0	0	0	0	0	1	0	0	0	0	0	0	我不值得被爱
0	0	0	0	0	0	0	0	0	1	0	0	我什么也做不好,手抖的厉害,总觉得自己没用
0	0	0	0	0	1	0	0	0	0	0	0	只有我自己知道我根本不可能好起来
0	0	0	0	0	0	0	0	0	1	0	0	俺是垃圾噢,分类记得把我扔进黑色的垃圾桶~
0	0	0	0	0	0	0	0	0	1	0	0	每天就跟行尸走肉一样
0	0	0	0	0	0	0	0	0	1	0	0	饭，我觉得自己快撑不下去了感觉自己乱糟糟的身边的人都觉得我想太多可是我努力再改来了但是真的好累你能带我走吗你在那个世界还好吗
0	0	0	0	0	1	0	0	0	0	0	0	没有人真正关心你
0	0	0	0	0	0	0	0	0	1	0	0	我真尼玛怎么老遇到这些人,真她妈恶心,想吐,无语,囊开就有人这。。wc真的够,厌恶至极
0	0	0	0	0	0	0	0	0	1	0	0	哇,有时候讨厌就是讨厌,恶心就是恶心,每个人都恶心,只是我不去想罢了,真的恶心。真的,没有表情,没有多余的话,真的恶心,恶心至极。
0	0	0	0	0	0	0	0	0	1	0	0	我是个很懦弱的人 我还没遭受很多但我忍受不了一切;;每天都想着用死亡去逃避
0	0	0	0	0	0	0	0	0	1	0	0	好讨厌自己。那么没用,那么胆小
0	0	0	0	0	0	0	0	0	1	0	0	原来觉得自己不怕死只是欠一个理由一个死的原因但是在我找到理由原因的时候我发现，我确实不敢死，连死都不敢相的人。。。真卑微，就这样懦弱一辈子吧，或者哪天闭着眼睛从高楼一跳，什么什么心理医生心理辅导都是骗人的想拜托抑郁症只能靠自己，走不出来就死了算了，不然反而很煎熬
0	1	0	0	0	0	1	0	0	0	0	0	今天考科目二挂掉了 当时感觉天都要踏了
0	0	0	0	0	0	0	0	0	1	0	0	我也很自卑，是真的真的自卑，多希望不要有优秀的人出现在我的世界里
0	0	0	0	0	0	0	0	0	1	0	0	我为什么总是这么胆小。
0	0	0	0	0	0	0	0	0	1	0	0	真希望就这样死了，今天又是恶心的一天，我真的……快坚持不下去了
0	1	0	0	0	0	0	0	0	0	0	0	为什么不幸的总是自己呢？他们总说你这算什么事。是啊，都是压死我的稻草
0	0	0	0	0	1	0	0	1	0	0	0	我不配幸运
0	0	1	0	0	0	0	0	0	0	0	0	焦虑症疑病症真的要折磨死我了最近竟然在搜索烧炭自杀的信息知道这样是不对的可是控制不住自己不知道什么时候坚持不下去了
0	0	0	0	0	0	1	0	0	0	0	0	考不过我就该死了
0	0	0	0	0	1	0	0	0	0	0	0	以前也很不开心,但没觉得自己差劲到嫌弃自己,后来遇见了一个人,原以为他可以拯救我的不开心,后来才发现,他不光拿走了我仅有的一点快乐,还让我觉得自己差劲到不配拥有任何美好,活该难过
0	0	0	0	0	0	0	0	0	1	0	0	我是一个圆滑阴郁的混蛋。
